id,host_id,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
448,32328,Queens,Private room,93,14,30,3.19,1,86
449,35365,Brooklyn,Entire home/apt,107,2,8,3.8,1,264
450,60669,Manhattan,Private room,116,30,3,5.21,1,218
451,21146,Queens,Private room,81,1,3,0.78,1,136
452,84551,Brooklyn,Entire home/apt,237,2,11,1.57,1,340
453,34306,Brooklyn,Private room,144,1,9,3.0,1,144
454,31627,Staten Island,Entire home/apt,148,3,35,1.93,1,260
455,23909,Manhattan,Shared room,84,2,0,0.0,1,209
456,27597,Brooklyn,Entire home/apt,130,3,0,0.0,1,151
457,92087,Manhattan,Private room,196,2,15,2.36,1,158
458,18653,Brooklyn,Entire home/apt,510,1,5,1.13,1,340
459,92412,Manhattan,Shared room,146,1,10,1.94,1,190
460,45727,Manhattan,Entire home/apt,397,7,24,0.32,1,153
461,76913,Manhattan,Shared room,147,5,5,6.47,18,272
462,75143,Queens,Private room,57,5,23,1.73,1,259
463,56663,Queens,Entire home/apt,99,1,12,0.92,1,134
464,77393,Queens,Private room,46,1,13,6.8,1,130
465,63292,Staten Island,Shared room,30,1,9,0.45,1,255
466,98253,Brooklyn,Entire home/apt,146,2,17,1.08,1,222
467,52856,Brooklyn,Entire home/apt,358,2,19,4.57,1,59
468,97016,Bronx,Private room,43,1,2,0.77,1,253
469,71042,Manhattan,Entire home/apt,190,1,5,1.0,1,333
470,13439,Staten Island,Entire home/apt,335,2,10,1.77,9,43
471,93542,Manhattan,Entire home/apt,231,3,13,2.69,1,218
472,60752,Staten Island,Entire home/apt,125,7,18,1.66,1,22
473,24921,Manhattan,Entire home/apt,379,3,14,2.09,1,365
474,72853,Bronx,Entire home/apt,56,1,1,1.8,1,188
475,99154,Brooklyn,Private room,193,3,9,1.6,1,148
476,53986,Staten Island,Private room,87,1,31,1.5,1,130
477,14892,Manhattan,Entire home/apt,697,3,31,1.5,1,47
478,89694,Brooklyn,Private room,67,2,12,1.38,1,10
479,49419,Staten Island,Private room,65,1,23,0.34,1,136
480,13670,Brooklyn,Shared room,53,2,18,7.3,1,206
481,40512,Queens,Entire home/apt,152,2,3,0.63,1,178
482,28951,Queens,Entire home/apt,59,7,2,1.04,1,215
483,69736,Brooklyn,Private room,104,1,10,4.32,1,343
484,17013,Queens,Private room,32,1,10,7.53,1,22
485,31555,Queens,Private room,85,7,25,3.99,1,289
486,82829,Staten Island,Private room,19,1,1,2.69,1,194
487,18971,Manhattan,Entire home/apt,107,1,34,2.15,1,205
488,56720,Brooklyn,Entire home/apt,289,2,21,1.28,1,153
489,29971,Staten Island,Entire home/apt,85,7,3,2.74,1,316
490,89069,Bronx,Entire home/apt,60,2,3,3.99,1,192
491,29643,Brooklyn,Private room,197,2,5,3.76,1,92
492,39866,Queens,Entire home/apt,157,1,14,4.01,1,11
493,79728,Manhattan,Entire home/apt,478,5,29,1.1,1,260
494,91579,Manhattan,Private room,144,1,51,1.69,1,315
495,74413,Brooklyn,Entire home/apt,803,5,19,0.37,1,306
496,74423,Brooklyn,Shared room,37,2,1,4.77,1,307
497,34844,Queens,Shared room,96,2,25,1.55,1,232
498,68617,Manhattan,Private room,152,3,6,0.4,1,54
499,67234,Staten Island,Entire home/apt,46,1,6,2.02,1,70
500,86563,Staten Island,Entire home/apt,150,1,16,4.08,1,98
501,65461,Queens,Entire home/apt,156,3,7,1.54,1,326
502,75908,Brooklyn,Entire home/apt,103,7,14,2.42,1,302
503,99923,Brooklyn,Entire home/apt,111,30,13,1.1,1,95
504,15237,Bronx,Shared room,29,2,5,0.79,1,126
505,32550,Queens,Entire home/apt,159,1,6,2.33,1,170
506,73704,Manhattan,Private room,40,14,17,0.85,1,56
507,20270,Staten Island,Entire home/apt,206,2,13,1.74,1,201
508,21211,Bronx,Private room,42,1,16,0.61,1,224
509,96568,Staten Island,Private room,29,30,22,1.5,1,72
510,98632,Queens,Entire home/apt,220,1,5,3.07,1,197
511,36141,Queens,Entire home/apt,130,3,9,0.58,1,145
512,21371,Brooklyn,Private room,191,1,20,1.17,1,338
513,84959,Staten Island,Private room,78,5,13,0.86,1,197
514,19567,Bronx,Private room,55,30,6,3.84,1,96
515,21619,Manhattan,Entire home/apt,272,30,14,1.66,1,224
516,26977,Manhattan,Entire home/apt,386,1,17,1.55,1,304
517,34199,Brooklyn,Shared room,41,5,9,1.42,24,3
518,15027,Bronx,Private room,35,3,10,1.01,1,212
519,21170,Staten Island,Entire home/apt,161,7,11,0.46,1,27
520,33928,Manhattan,Private room,145,1,21,1.29,1,63
521,51114,Queens,Entire home/apt,134,2,15,3.47,1,262
522,83605,Brooklyn,Entire home/apt,335,1,3,1.06,1,71
523,13833,Staten Island,Entire home/apt,108,5,6,2.59,1,354
524,49487,Bronx,Entire home/apt,105,7,15,0.52,1,139
525,98878,Bronx,Private room,40,1,1,5.13,1,338
526,87894,Brooklyn,Entire home/apt,233,3,1,6.18,1,169
527,47967,Brooklyn,Entire home/apt,223,1,4,2.54,1,243
528,70481,Manhattan,Private room,258,1,4,1.8,1,273
529,27450,Manhattan,Private room,114,3,3,0.8,1,283
530,94536,Bronx,Private room,43,7,9,0.33,1,191
531,31934,Bronx,Private room,85,14,5,2.48,1,293
532,91497,Staten Island,Entire home/apt,132,3,11,4.14,1,95
533,56967,Staten Island,Private room,37,7,4,1.43,1,58
534,77045,Brooklyn,Private room,201,2,9,1.95,1,349
535,18595,Queens,Private room,27,7,12,0.75,1,85
536,24530,Staten Island,Entire home/apt,177,5,26,2.26,1,49
537,27277,Bronx,Entire home/apt,52,1,13,3.72,1,196
538,51528,Manhattan,Private room,444,3,6,2.61,1,251
539,61555,Brooklyn,Entire home/apt,79,1,5,0.83,1,198
540,30327,Manhattan,Private room,296,1,20,1.09,1,200
541,66448,Staten Island,Private room,59,14,6,2.87,1,274
542,65625,Queens,Private room,57,1,28,1.03,1,235
543,11374,Manhattan,Private room,174,1,4,6.89,1,17
544,33507,Queens,Private room,99,1,23,10.43,1,157
545,72903,Queens,Entire home/apt,80,3,3,1.33,1,51
546,27415,Brooklyn,Entire home/apt,117,1,7,14.53,1,251
547,10815,Manhattan,Private room,225,1,7,1.68,1,327
548,65924,Queens,Entire home/apt,51,14,14,4.07,1,144
549,43471,Brooklyn,Entire home/apt,133,7,15,2.08,1,146
550,62294,Queens,Entire home/apt,699,2,19,1.73,1,183
551,53960,Brooklyn,Private room,57,1,7,0.56,1,13
552,97266,Bronx,Entire home/apt,196,3,26,1.41,1,271
553,76026,Brooklyn,Private room,71,7,15,6.74,1,190
554,58211,Brooklyn,Entire home/apt,243,30,14,2.54,1,78
555,98834,Bronx,Entire home/apt,149,1,9,1.71,1,355
556,20942,Brooklyn,Private room,182,3,5,1.6,1,17
557,11400,Manhattan,Entire home/apt,265,2,11,2.69,1,356
558,69915,Manhattan,Private room,470,1,1,1.68,1,222
559,44409,Queens,Private room,50,7,14,2.41,1,240
560,15639,Queens,Private room,79,5,14,1.49,1,39
561,70332,Queens,Entire home/apt,150,30,16,1.4,1,12
562,55781,Manhattan,Private room,85,1,6,0.73,1,328
563,42979,Manhattan,Private room,134,1,7,6.89,1,237
564,38558,Manhattan,Private room,172,7,18,0.73,1,319
565,25152,Brooklyn,Entire home/apt,145,2,8,2.1,1,117
566,97710,Queens,Private room,267,2,2,1.15,1,326
567,80957,Brooklyn,Private room,62,3,3,1.07,1,96
568,24557,Brooklyn,Private room,187,2,15,1.17,1,151
569,69550,Staten Island,Entire home/apt,185,1,2,1.01,1,282
570,67363,Brooklyn,Entire home/apt,183,3,1,2.15,1,298
571,22929,Brooklyn,Entire home/apt,114,1,3,3.18,1,137
572,71701,Queens,Entire home/apt,86,30,12,2.83,1,254
573,38031,Brooklyn,Entire home/apt,138,3,8,0.39,1,12
574,39773,Queens,Entire home/apt,49,7,15,3.75,1,277
575,36592,Bronx,Private room,32,14,4,2.87,1,309
576,37992,Staten Island,Entire home/apt,51,1,21,1.03,1,305
577,43828,Manhattan,Private room,330,1,9,2.9,1,148
578,80265,Staten Island,Entire home/apt,162,7,13,3.77,1,299
579,94166,Brooklyn,Entire home/apt,284,7,1,1.29,1,197
580,77386,Manhattan,Entire home/apt,409,1,3,0.95,1,262
581,65745,Brooklyn,Entire home/apt,202,14,29,5.98,1,34
582,99407,Staten Island,Private room,137,2,19,7.09,1,93
583,99050,Brooklyn,Private room,70,2,19,3.23,1,330
584,79758,Brooklyn,Entire home/apt,195,7,20,4.45,1,63
585,89681,Queens,Entire home/apt,198,1,12,1.86,1,253
586,34563,Manhattan,Entire home/apt,143,3,4,3.88,1,29
587,36319,Manhattan,Private room,863,1,10,0.29,1,57
588,88495,Manhattan,Private room,160,1,2,2.91,1,40
589,72737,Manhattan,Entire home/apt,320,2,15,2.86,1,365
590,83743,Manhattan,Private room,314,1,1,2.86,1,69
591,19136,Manhattan,Private room,260,2,0,0.0,1,210
592,78287,Queens,Entire home/apt,134,2,4,2.39,1,302
593,89405,Manhattan,Entire home/apt,318,2,6,1.08,1,152
594,55353,Brooklyn,Private room,43,1,9,8.39,1,287
595,47878,Bronx,Private room,41,1,10,6.16,1,173
596,18269,Brooklyn,Private room,130,1,8,11.02,1,267
597,30067,Queens,Private room,89,1,23,1.06,1,12
598,98704,Manhattan,Entire home/apt,579,1,11,3.04,1,196
599,92521,Manhattan,Private room,147,1,5,3.25,1,267
600,86825,Manhattan,Private room,73,1,11,0.32,1,17
601,32339,Manhattan,Entire home/apt,529,2,7,1.64,1,170
602,13423,Manhattan,Private room,346,1,26,2.18,1,253
603,58335,Manhattan,Private room,258,1,11,2.22,1,303
604,11703,Manhattan,Entire home/apt,271,2,2,0.87,1,206
605,43875,Manhattan,Entire home/apt,526,1,9,3.85,1,357
606,58816,Brooklyn,Entire home/apt,1213,1,21,2.19,1,360
607,74211,Manhattan,Private room,168,5,16,1.16,1,354
608,33135,Brooklyn,Entire home/apt,89,1,2,2.77,1,232
609,44159,Brooklyn,Private room,71,1,14,0.79,1,159
610,18765,Queens,Private room,98,1,21,2.25,1,68
611,44742,Manhattan,Entire home/apt,122,30,10,1.54,1,56
612,11050,Queens,Private room,77,1,11,1.7,1,189
613,29028,Queens,Shared room,45,14,1,0.97,1,95
614,80118,Manhattan,Entire home/apt,689,1,17,0.7,1,158
615,40748,Bronx,Entire home/apt,214,7,6,0.66,1,197
616,27892,Staten Island,Shared room,52,2,16,0.62,1,52
617,46127,Manhattan,Shared room,25,3,4,1.8,1,311
618,71608,Manhattan,Entire home/apt,491,1,5,2.32,1,222
619,65528,Bronx,Entire home/apt,153,7,11,2.24,1,350
620,88204,Queens,Entire home/apt,151,3,18,0.95,1,299
621,66203,Manhattan,Shared room,32,3,4,0.63,1,61
622,32834,Manhattan,Entire home/apt,193,3,3,2.36,1,315
623,61479,Brooklyn,Entire home/apt,97,1,47,2.29,1,166
624,36393,Brooklyn,Private room,32,7,3,3.99,1,6
625,36292,Queens,Entire home/apt,131,1,5,0.65,1,201
626,90414,Brooklyn,Private room,63,1,25,1.45,1,252
627,15638,Brooklyn,Entire home/apt,780,3,6,2.37,1,94
628,98812,Queens,Private room,64,1,2,0.5,1,300
629,52592,Manhattan,Entire home/apt,603,14,10,1.45,1,132
630,10442,Manhattan,Private room,66,1,1,0.42,1,287
631,32823,Queens,Private room,52,3,45,1.08,1,77
632,97953,Bronx,Entire home/apt,110,3,5,5.0,1,168
633,54084,Brooklyn,Entire home/apt,112,3,7,8.38,1,141
634,88656,Brooklyn,Entire home/apt,146,2,9,1.85,1,135
635,26979,Manhattan,Entire home/apt,263,2,7,2.2,1,83
636,10724,Brooklyn,Private room,86,30,22,1.71,1,233
637,47102,Brooklyn,Private room,271,7,9,3.46,24,168
638,45436,Manhattan,Entire home/apt,364,2,27,3.27,1,102
639,36537,Manhattan,Private room,205,1,8,0.5,1,9
640,17549,Brooklyn,Private room,132,7,25,2.6,1,7
641,95285,Manhattan,Private room,220,3,17,0.63,1,208
642,16519,Brooklyn,Entire home/apt,176,1,2,4.21,1,51
643,91151,Manhattan,Entire home/apt,248,1,11,4.09,1,357
644,31013,Brooklyn,Entire home/apt,202,2,3,0.47,1,179
645,69836,Manhattan,Private room,297,2,23,3.7,6,242
646,60904,Bronx,Entire home/apt,193,2,37,0.69,1,204
647,73074,Queens,Entire home/apt,115,2,2,1.44,1,36
648,32073,Queens,Entire home/apt,200,1,4,0.6,1,291
649,50524,Queens,Private room,63,1,23,2.47,1,148
650,31815,Brooklyn,Entire home/apt,187,2,4,5.8,1,65
651,42118,Manhattan,Entire home/apt,228,1,2,1.42,16,93
652,87550,Brooklyn,Entire home/apt,167,2,6,1.07,1,238
653,84488,Queens,Entire home/apt,274,1,8,1.6,1,252
654,24478,Queens,Private room,73,1,10,5.29,1,231
655,75325,Brooklyn,Entire home/apt,198,1,22,3.68,1,78
656,70018,Manhattan,Entire home/apt,134,1,19,5.01,1,151
657,74120,Brooklyn,Private room,82,1,33,1.61,1,361
658,97792,Brooklyn,Entire home/apt,161,2,37,0.29,1,343
659,38474,Queens,Entire home/apt,83,1,15,0.39,1,178
660,64464,Brooklyn,Private room,99,7,6,1.41,1,256
661,47772,Brooklyn,Entire home/apt,145,2,11,0.53,1,106
662,61863,Staten Island,Entire home/apt,120,2,35,2.91,1,273
663,96671,Queens,Entire home/apt,140,1,8,1.37,1,114
664,32192,Manhattan,Entire home/apt,175,7,5,0.38,1,209
665,78383,Manhattan,Private room,126,7,2,2.17,1,294
666,36852,Manhattan,Private room,164,1,7,0.91,1,186
667,19770,Manhattan,Private room,302,5,3,1.4,19,266
668,57462,Manhattan,Entire home/apt,341,1,15,3.79,1,155
669,40061,Manhattan,Entire home/apt,206,3,16,4.55,1,138
670,96836,Brooklyn,Private room,122,7,14,4.63,1,351
671,75383,Manhattan,Shared room,213,14,7,2.88,1,161
672,48653,Bronx,Entire home/apt,172,1,4,6.89,1,184
673,50468,Manhattan,Entire home/apt,400,14,6,1.29,1,360
674,93360,Brooklyn,Entire home/apt,274,1,8,1.43,1,256
675,90314,Brooklyn,Entire home/apt,406,14,30,0.96,1,142
676,97099,Staten Island,Entire home/apt,208,5,4,1.75,1,69
677,91562,Manhattan,Entire home/apt,404,14,5,1.65,1,66
678,28036,Brooklyn,Private room,176,2,28,1.9,1,23
679,32883,Staten Island,Private room,34,14,6,1.61,1,50
680,73077,Bronx,Entire home/apt,46,7,10,3.49,1,209
681,19905,Bronx,Entire home/apt,113,1,21,1.75,1,183
682,10415,Manhattan,Private room,163,1,19,1.55,1,327
683,96317,Manhattan,Entire home/apt,219,2,8,2.28,1,299
684,79872,Queens,Private room,110,3,24,0.61,1,281
685,18933,Staten Island,Entire home/apt,41,1,11,0.63,1,320
686,24511,Brooklyn,Private room,73,2,10,1.37,1,256
687,66633,Brooklyn,Entire home/apt,141,1,10,2.7,1,123
688,49086,Manhattan,Entire home/apt,120,2,0,0.0,1,233
689,53582,Queens,Entire home/apt,299,3,0,0.0,1,258
690,83285,Manhattan,Entire home/apt,140,3,9,1.86,1,105
691,40482,Brooklyn,Entire home/apt,133,1,4,4.2,1,195
692,71774,Brooklyn,Private room,161,1,17,0.69,1,215
693,94577,Brooklyn,Entire home/apt,263,1,24,1.82,1,203
694,40658,Manhattan,Entire home/apt,161,1,3,0.67,1,77
695,94816,Manhattan,Entire home/apt,431,1,12,0.83,1,102
696,53127,Queens,Private room,82,5,4,1.78,1,32
697,60662,Brooklyn,Shared room,187,1,19,3.23,1,112
698,87770,Queens,Private room,87,1,0,0.0,1,20
699,84447,Manhattan,Entire home/apt,274,7,20,2.79,1,142
700,44869,Brooklyn,Private room,61,1,3,2.0,1,318
701,89223,Brooklyn,Private room,65,1,23,5.07,22,46
702,96192,Manhattan,Private room,100,2,4,2.74,1,223
703,65834,Brooklyn,Entire home/apt,391,2,41,1.53,1,228
704,94023,Manhattan,Entire home/apt,299,1,20,3.58,1,244
705,93371,Manhattan,Entire home/apt,404,3,20,1.73,1,94
706,34266,Staten Island,Entire home/apt,265,3,2,2.67,1,192
707,34107,Brooklyn,Private room,27,2,6,3.55,1,306
708,19238,Bronx,Entire home/apt,210,7,23,5.79,1,288
709,73961,Manhattan,Entire home/apt,305,30,11,6.85,1,107
710,14393,Queens,Private room,89,2,28,7.81,13,355
711,83633,Queens,Private room,44,30,2,3.72,1,136
712,83442,Queens,Entire home/apt,87,3,2,1.56,1,286
713,76549,Brooklyn,Private room,128,2,11,2.21,13,156
714,28346,Brooklyn,Entire home/apt,683,7,9,0.99,1,332
715,18037,Brooklyn,Private room,170,30,14,1.17,1,137
716,30179,Staten Island,Private room,123,30,5,1.9,1,136
717,63471,Bronx,Private room,50,5,13,2.8,1,300
718,29737,Staten Island,Private room,44,2,12,0.98,1,258
719,46865,Manhattan,Private room,102,1,1,2.33,1,240
720,83228,Queens,Entire home/apt,100,3,10,0.51,1,81
721,75922,Staten Island,Entire home/apt,37,5,8,1.31,1,154
722,23414,Manhattan,Private room,106,1,7,3.17,1,263
723,86771,Manhattan,Entire home/apt,217,1,17,1.52,1,145
724,95914,Queens,Entire home/apt,119,2,7,5.03,1,153
725,66567,Brooklyn,Private room,105,5,2,2.86,1,79
726,70173,Bronx,Private room,67,3,7,0.38,1,212
727,36088,Manhattan,Entire home/apt,294,2,3,2.16,1,237
728,29829,Queens,Entire home/apt,95,14,3,1.68,1,315
729,49371,Manhattan,Entire home/apt,101,2,9,4.58,1,236
730,66437,Manhattan,Entire home/apt,216,5,3,0.59,1,259
731,64311,Manhattan,Entire home/apt,173,3,3,3.62,1,288
732,72282,Bronx,Private room,71,7,11,5.37,1,30
733,59201,Queens,Entire home/apt,216,7,21,5.47,1,69
734,15825,Brooklyn,Entire home/apt,308,30,10,1.51,1,166
735,34253,Brooklyn,Entire home/apt,279,2,9,3.45,1,158
736,16153,Bronx,Shared room,27,1,7,2.27,1,72
737,52860,Brooklyn,Entire home/apt,138,5,8,7.41,1,287
738,20153,Bronx,Entire home/apt,69,7,3,3.34,1,319
739,97612,Brooklyn,Entire home/apt,80,1,4,1.95,1,165
740,99518,Brooklyn,Private room,169,1,11,2.03,1,169
741,28990,Brooklyn,Private room,89,7,21,0.72,1,52
742,24554,Brooklyn,Entire home/apt,93,3,25,1.09,1,162
743,25241,Queens,Entire home/apt,83,5,27,1.62,1,334
744,98818,Brooklyn,Entire home/apt,114,2,6,3.03,1,307
745,22878,Manhattan,Entire home/apt,303,2,14,0.53,1,106
746,19770,Bronx,Entire home/apt,187,7,14,2.33,19,91
747,11291,Brooklyn,Entire home/apt,152,3,12,0.93,1,351
748,85903,Brooklyn,Entire home/apt,53,2,2,0.56,1,114
749,84815,Staten Island,Entire home/apt,104,5,8,0.79,1,217
750,46221,Queens,Entire home/apt,120,1,15,1.83,1,201
751,73278,Manhattan,Private room,139,3,11,2.3,1,360
752,78819,Staten Island,Entire home/apt,82,1,28,2.31,1,150
753,11713,Queens,Entire home/apt,148,1,2,1.37,1,79
754,41898,Brooklyn,Entire home/apt,191,5,10,1.3,1,212
755,18469,Manhattan,Shared room,82,2,3,1.89,1,174
756,19946,Queens,Private room,87,14,7,0.44,1,208
757,36508,Queens,Entire home/apt,104,2,18,1.87,1,19
758,84426,Brooklyn,Entire home/apt,141,1,2,2.32,1,217
759,46065,Bronx,Entire home/apt,222,2,16,0.65,1,272
760,54693,Queens,Entire home/apt,178,1,7,3.7,1,24
761,85202,Manhattan,Entire home/apt,466,14,7,0.61,1,323
762,21974,Brooklyn,Private room,192,2,7,2.54,1,91
763,27904,Manhattan,Private room,210,2,6,0.76,1,124
764,48158,Queens,Private room,116,2,19,3.07,1,77
765,76630,Manhattan,Entire home/apt,124,2,28,1.67,1,21
766,59282,Brooklyn,Private room,109,1,5,1.27,1,205
767,16533,Queens,Private room,63,2,13,3.45,1,270
768,63338,Bronx,Entire home/apt,262,3,5,0.52,1,324
769,55504,Brooklyn,Entire home/apt,306,2,0,0.0,1,62
770,92672,Bronx,Entire home/apt,74,2,9,2.64,1,235
771,92613,Manhattan,Entire home/apt,363,7,11,1.7,1,174
772,99785,Bronx,Entire home/apt,114,2,18,2.18,1,92
773,74519,Manhattan,Private room,202,3,9,0.45,1,85
774,85352,Brooklyn,Entire home/apt,105,1,10,1.51,1,15
775,33306,Queens,Shared room,45,2,27,1.5,1,70
776,21336,Manhattan,Entire home/apt,261,1,4,6.29,1,192
777,95579,Manhattan,Shared room,97,2,1,0.92,1,306
778,41754,Queens,Entire home/apt,88,7,9,0.37,1,6
779,16134,Queens,Private room,51,1,18,1.9,1,233
780,96434,Queens,Entire home/apt,250,5,2,1.59,1,263
781,44347,Queens,Entire home/apt,74,2,31,1.16,1,256
782,69734,Brooklyn,Private room,57,1,4,0.53,1,159
783,54948,Manhattan,Entire home/apt,288,14,8,0.8,1,88
784,37260,Brooklyn,Private room,64,1,6,1.08,1,123
785,78507,Manhattan,Private room,97,1,2,1.52,1,318
786,66158,Staten Island,Entire home/apt,122,2,11,0.36,1,215
787,62386,Queens,Entire home/apt,57,14,12,4.88,1,355
788,20226,Brooklyn,Private room,56,3,5,5.6,1,196
789,19815,Brooklyn,Entire home/apt,569,14,7,0.7,1,46
790,23811,Staten Island,Private room,79,3,5,0.56,1,292
791,47333,Manhattan,Private room,104,1,21,0.74,1,127
792,46047,Queens,Entire home/apt,165,3,6,2.79,1,318
793,84629,Brooklyn,Entire home/apt,251,1,4,1.46,1,234
794,91419,Queens,Private room,120,1,8,1.51,1,233
795,70145,Manhattan,Entire home/apt,276,1,14,6.67,1,104
796,57631,Bronx,Entire home/apt,178,1,5,2.02,1,314
797,85256,Staten Island,Entire home/apt,38,1,19,3.85,1,199
798,48241,Brooklyn,Entire home/apt,103,2,17,3.29,1,250
799,75214,Queens,Entire home/apt,144,1,17,2.12,1,129
800,48500,Staten Island,Entire home/apt,138,1,4,0.63,1,95
801,52681,Queens,Private room,42,1,8,1.7,1,214
802,55530,Manhattan,Entire home/apt,341,14,37,1.06,1,31
803,36762,Brooklyn,Entire home/apt,131,2,8,2.23,1,66
804,68484,Queens,Shared room,32,2,14,3.64,1,361
805,24244,Brooklyn,Private room,172,2,9,0.69,1,91
806,34254,Queens,Private room,115,3,17,1.63,1,128
807,22234,Staten Island,Entire home/apt,67,1,4,3.87,1,135
808,30788,Staten Island,Private room,34,3,5,6.21,1,272
809,61087,Brooklyn,Entire home/apt,147,7,9,0.47,1,175
810,50768,Manhattan,Entire home/apt,292,3,12,1.36,1,143
811,50815,Staten Island,Entire home/apt,80,7,3,2.1,1,224
812,49984,Bronx,Entire home/apt,184,1,1,1.66,1,343
813,24488,Manhattan,Private room,190,7,5,1.0,1,147
814,40062,Staten Island,Entire home/apt,144,3,10,0.41,1,160
815,59522,Bronx,Private room,28,3,1,1.47,1,88
816,62330,Brooklyn,Private room,186,3,2,0.59,1,173
817,59825,Queens,Private room,15,1,2,1.47,1,365
818,69422,Brooklyn,Entire home/apt,291,3,2,3.44,1,247
819,75621,Manhattan,Private room,263,2,6,3.94,1,248
820,14293,Brooklyn,Entire home/apt,145,1,10,2.46,1,163
821,19857,Bronx,Entire home/apt,209,1,16,8.55,1,199
822,43606,Manhattan,Shared room,80,2,18,6.55,1,93
823,76442,Brooklyn,Entire home/apt,190,30,31,0.7,1,207
824,66713,Brooklyn,Entire home/apt,222,2,25,1.74,1,39
825,25887,Brooklyn,Private room,564,1,11,4.96,1,249
826,63888,Staten Island,Entire home/apt,241,14,10,3.22,1,206
827,74802,Brooklyn,Private room,144,1,9,4.4,1,26
828,72053,Brooklyn,Entire home/apt,111,1,12,1.86,1,241
829,22454,Queens,Entire home/apt,142,2,2,0.23,1,73
830,66905,Brooklyn,Entire home/apt,118,1,1,4.49,1,30
831,11210,Manhattan,Entire home/apt,465,3,11,2.3,1,101
832,59996,Brooklyn,Entire home/apt,199,1,12,0.86,1,274
833,82425,Manhattan,Private room,85,3,7,1.3,1,311
834,90971,Manhattan,Entire home/apt,310,1,9,2.24,1,254
835,17671,Brooklyn,Shared room,32,7,23,0.55,1,320
836,19596,Brooklyn,Entire home/apt,200,5,4,6.08,1,38
837,50997,Staten Island,Entire home/apt,72,14,2,1.28,1,140
838,46973,Brooklyn,Private room,99,1,14,0.74,1,224
839,85210,Queens,Private room,105,3,16,7.08,1,344
840,41841,Queens,Entire home/apt,127,5,2,0.64,1,273
841,33960,Manhattan,Private room,127,14,11,0.98,1,71
842,77030,Queens,Private room,78,2,4,1.87,1,351
843,96855,Manhattan,Entire home/apt,434,14,4,1.7,1,267
844,87162,Staten Island,Private room,33,1,2,1.5,1,210
845,15867,Manhattan,Entire home/apt,342,2,0,0.0,1,299
846,40513,Brooklyn,Private room,202,1,4,1.32,1,321
847,83977,Manhattan,Private room,216,1,8,0.84,1,308
848,31507,Staten Island,Private room,63,1,25,12.31,1,59
849,94439,Brooklyn,Entire home/apt,262,3,6,8.13,1,202
850,37644,Queens,Entire home/apt,168,2,12,1.14,1,88
851,82680,Manhattan,Private room,238,1,6,0.87,1,128
852,43599,Queens,Entire home/apt,43,1,12,2.7,1,226
853,30877,Manhattan,Entire home/apt,126,14,21,1.95,1,104
854,73861,Bronx,Private room,96,1,18,0.21,1,90
855,25844,Manhattan,Entire home/apt,129,1,7,1.0,1,148
856,28773,Manhattan,Entire home/apt,369,1,10,0.28,1,205
857,25819,Manhattan,Entire home/apt,244,1,7,1.0,1,310
